StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent Y/N,Consent Y/N_DO,Q110,Q110_DO,Mental,Mental_DO,MeditationExp,MeditationExp_DO,FirstLanguage,EngLevel,EngLevel_DO,Ipip1,Ipip2,Ipip3,Ipip4,Ipip5,Ipip6,Ipip7,Ipip8,Ipip9,Ipip10,Ipip11,Ipip12,Ipip13,Ipip14,Ipip15,Ipip16,Ipip17,Ipip18,Ipip19,Ipip20,lock14b_First Click,lock14b_Last Click,lock14b_Page Submit,lock14b_Click Count,lock14d_First Click,lock14d_Last Click,lock14d_Page Submit,lock14d_Click Count,lock14f_First Click,lock14f_Last Click,lock14f_Page Submit,lock14f_Click Count,lock14h_First Click,lock14h_Last Click,lock14h_Page Submit,lock14h_Click Count,Q133_First Click,Q133_Last Click,Q133_Page Submit,Q133_Click Count,Q123_First Click,Q123_Last Click,Q123_Page Submit,Q123_Click Count,Q126_First Click,Q126_Last Click,Q126_Page Submit,Q126_Click Count,Q129_First Click,Q129_Last Click,Q129_Page Submit,Q129_Click Count,Stai1,Stai2,Stai3,Stai4,Stai5,Stai6,Stai7,Stai8,Stai9,Stai10,Stai11,Stai12,Stai13,Stai14,Stai15,Stai16,Stai17,Stai18,Stai19,Stai20,Sam1,Sam2,Sam3,Age,Gender,Gender_5_TEXT,Gender_DO,CountryBirth,CountryLive,Student,Student_DO,Univ,Job,FL_166_DO,FL_123_DO,Moderator-Neuroticism_DO,DVs_DO
2022-04-12 12:18:30,2022-04-12 12:20:11,0,100,101,1,2022-04-12 12:20:12,R_WvLVofbKFccD7O1,anonymous,EN,1,1|2,2,1|2,4,1|4,2,1|2,English,3,5|1|2|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-12 12:21:03,2022-04-12 12:21:12,0,100,8,1,2022-04-12 12:21:12,R_1lc91v5nPVqhDQO,anonymous,EN,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-08 17:48:53,2022-04-12 12:21:18,0,100,325944,1,2022-04-12 12:21:18,R_3R42nwLdga7k4vl,anonymous,LOYO,1,1|2,1,1|2,4,1|4,2,2|1,english,3,2|3|1|5,1,1,1,1,4,1,1,3,1,4,1,5,3,1,5,4,1,1,5,1,,,,,0.915,17.878,918.213,3,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,1,4,1,1,4,1,4,4,1,1,1,4,4,1,1,4,4,9,1,9,20,2,,4|1|3|2|5|6,United States,United States,2,1|2,lmu,,Condition2:Mindfulbreathing,,NeuroticismIntro|Ipip6|Ipip4|Ipip15|Ipip5|Ipip2|Ipip13|Ipip11|Ipip20|Ipip16|Ipip8|Ipip14|Ipip18|Ipip9|Ipip17|Ipip1|Ipip7|Ipip12|Ipip3|Ipip19|Ipip10,StressIntro|Stai10|Stai17|Stai3|Stai14|Stai11|Stai20|Stai12|Stai7|Stai19|Stai1|Stai9|Stai2|Stai18|Stai15|Stai8|Stai13|Stai16|Stai4|Stai6|Stai5
2022-04-12 12:22:41,2022-04-12 12:23:14,0,100,32,1,2022-04-12 12:23:14,R_3sh8h6Zx73iXkFw,anonymous,SUNY,1,1|2,1,1|2,4,1|4,2,2|1,English,5,5|3|2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-12 12:30:28,2022-04-12 12:31:24,0,100,56,1,2022-04-12 12:31:25,R_W1XASuQDqOwq425,anonymous,JOSE,1,2|1,2,2|1,1,1|4,2,2|1,spanish,3,2|3|5|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-12 12:32:33,2022-04-12 12:33:37,0,100,64,1,2022-04-12 12:33:38,R_stJi1Il34UjK9Wh,anonymous,SUNY,1,2|1,2,2|1,1,1|4,1,2|1,English,3,2|3|5|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-12 12:33:52,2022-04-12 12:35:47,0,100,115,1,2022-04-12 12:35:48,R_2wc3vrRSrYKFmGG,anonymous,SUNY,1,2|1,1,1|2,1,4|1,1,2|1,english,3,5|3|1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-12 12:35:53,2022-04-12 12:38:38,0,100,165,1,2022-04-12 12:38:38,R_2ScZ1beWZZdKY8W,anonymous,SUNY,1,1|2,1,2|1,1,1|4,2,2|1,english,3,5|2|3|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-05 12:43:12,2022-04-05 12:44:25,0,9,73,0,2022-04-12 12:49:32,R_2ykYl8DcxsndJal,anonymous,WITT,1,2|1,1,1|2,1,4|1,1,1|2,"English ",3,5|3|2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-05 12:45:27,2022-04-05 12:46:07,0,3,40,0,2022-04-12 12:50:45,R_1JRyHaeX3bxpcRq,anonymous,WITT,1,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-05 12:46:32,2022-04-05 12:46:59,0,3,26,0,2022-04-12 12:51:35,R_OdikDGYUXKj5HA5,anonymous,SPRI,1,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-05 12:52:14,2022-04-05 12:55:12,0,9,177,0,2022-04-12 12:55:18,R_2agYdU4bZYk5gLR,anonymous,WAYN,1,1|2,2,2|1,4,1|4,2,1|2,English,3,5|1|2|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-12 12:25:36,2022-04-12 13:05:15,0,100,2378,1,2022-04-12 13:05:16,R_22DhDjU0oOToMH4,anonymous,HOUS,1,1|2,1,1|2,4,4|1,2,2|1,"English ",3,5|1|3|2,1,1,1,1,1,4,1,2,1,4,1,4,5,5,5,4,1,4,3,4,,,,,12.365,911.876,915.748,3,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,1,4,1,1,4,1,4,4,1,1,1,4,4,1,1,4,4,9,7,7,23,2,,1|5|2|4|3|6,America,America,2,2|1,"University of Houston ",,Condition2:Mindfulbreathing,,NeuroticismIntro|Ipip16|Ipip7|Ipip18|Ipip6|Ipip2|Ipip17|Ipip10|Ipip9|Ipip11|Ipip3|Ipip8|Ipip1|Ipip4|Ipip19|Ipip14|Ipip5|Ipip15|Ipip12|Ipip20|Ipip13,StressIntro|Stai19|Stai20|Stai1|Stai13|Stai5|Stai7|Stai17|Stai4|Stai18|Stai9|Stai14|Stai10|Stai11|Stai8|Stai6|Stai16|Stai15|Stai3|Stai2|Stai12
2022-04-12 13:04:31,2022-04-12 13:05:58,0,100,86,1,2022-04-12 13:05:58,R_1KpqhWlPGIP5JvP,anonymous,RADB,1,2|1,1,1|2,4,4|1,2,1|2,Nederlands,5,1|5|3|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-12 12:46:19,2022-04-12 13:09:16,0,100,1376,1,2022-04-12 13:09:16,R_1iqALmVZ5QxYe0V,anonymous,EN,1,1|2,1,1|2,4,4|1,2,2|1,English,3,5|3|1|2,2,2,2,1,3,4,2,4,3,4,2,4,2,3,4,4,3,2,2,5,,,,,,,,,,,,,,,,,0,0,1.111,0,,,,,,,,,0,0,976.553,0,3,2,2,2,2,1,1,2,1,3,3,2,2,1,3,2,1,3,1,2,6,3,6,21,1,,1|6|5|3|2|4,United States,United States,2,2|1,University of Utah,,Condition5:Bookchapter,Condition5c:Smith,NeuroticismIntro|Ipip6|Ipip20|Ipip9|Ipip2|Ipip3|Ipip7|Ipip15|Ipip14|Ipip11|Ipip10|Ipip12|Ipip1|Ipip5|Ipip19|Ipip8|Ipip17|Ipip13|Ipip4|Ipip16|Ipip18,StressIntro|Stai13|Stai17|Stai4|Stai15|Stai8|Stai6|Stai19|Stai9|Stai7|Stai20|Stai2|Stai1|Stai10|Stai11|Stai12|Stai5|Stai18|Stai16|Stai14|Stai3
2022-04-12 13:20:10,2022-04-12 13:22:15,0,100,124,1,2022-04-12 13:22:16,R_2uQehnbxVNsrCvC,anonymous,GOLD,1,1|2,2,1|2,4,1|4,2,1|2,English,3,3|2|1|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-12 13:06:02,2022-04-12 13:25:36,0,100,1174,1,2022-04-12 13:25:36,R_2CqUtpyj2lYGKwR,anonymous,RADB,1,2|1,1,1|2,4,4|1,2,2|1,Nederlands,2,3|5|1|2,4,3,4,4,4,4,4,4,4,4,2,3,2,2,3,2,4,3,2,4,,,,,,,,,208.812,644.466,844.317,4,,,,,,,,,,,,,,,,,,,,,3,2,1,1,3,1,3,3,2,3,2,1,2,2,3,3,1,2,3,3,7,5,7,19,2,,1|2|6|5|4|3,Netherlands,Netherlands,2,2|1,Radboud,,Condition3:Loving-kindness,,NeuroticismIntro|Ipip20|Ipip15|Ipip6|Ipip5|Ipip19|Ipip8|Ipip10|Ipip1|Ipip9|Ipip14|Ipip13|Ipip12|Ipip3|Ipip17|Ipip16|Ipip2|Ipip7|Ipip4|Ipip18|Ipip11,StressIntro|Stai13|Stai5|Stai9|Stai6|Stai12|Stai1|Stai10|Stai4|Stai8|Stai2|Stai18|Stai7|Stai20|Stai14|Stai19|Stai11|Stai17|Stai15|Stai16|Stai3
2022-04-05 07:31:38,2022-04-05 13:30:29,0,54,21530,0,2022-04-12 13:30:36,R_3jfJ8AXlt5jIWVS,anonymous,LIME,1,1|2,1,2|1,4,4|1,2,1|2,English,3,5|1|2|3,3,2,3,2,2,4,2,4,4,4,2,4,4,2,4,2,4,2,4,4,,,,,,,,,,,,,,,,,0,0,1.007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condition5a:Silverview,NeuroticismIntro|Ipip8|Ipip7|Ipip5|Ipip2|Ipip9|Ipip1|Ipip6|Ipip3|Ipip19|Ipip20|Ipip16|Ipip15|Ipip4|Ipip14|Ipip18|Ipip17|Ipip11|Ipip10|Ipip12|Ipip13,
2022-04-12 13:36:38,2022-04-12 13:37:37,0,100,59,1,2022-04-12 13:37:38,R_2WAy8knBgyXi7i0,anonymous,RADB,1,2|1,2,2|1,4,1|4,2,2|1,Dutch,2,1|5|3|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-12 13:06:37,2022-04-12 13:38:25,0,100,1908,1,2022-04-12 13:38:25,R_833UFFcxWdI8zFD,anonymous,HOUS,1,2|1,1,2|1,4,4|1,2,1|2,English,3,3|1|2|5,1,1,1,1,1,4,1,1,2,4,1,5,4,1,5,5,5,4,5,1,,,,,,,,,0,0,1625.059,0,,,,,,,,,,,,,,,,,,,,,4,4,1,1,4,1,1,4,1,4,4,1,1,1,4,4,1,1,4,4,9,7,7,23,2,,5|2|3|1|4|6,America,America,2,1|2,University of Houston,,Condition3:Loving-kindness,,NeuroticismIntro|Ipip11|Ipip9|Ipip7|Ipip15|Ipip16|Ipip10|Ipip14|Ipip18|Ipip13|Ipip17|Ipip19|Ipip1|Ipip6|Ipip20|Ipip5|Ipip8|Ipip12|Ipip3|Ipip2|Ipip4,StressIntro|Stai4|Stai1|Stai5|Stai14|Stai9|Stai6|Stai15|Stai10|Stai20|Stai2|Stai13|Stai8|Stai19|Stai12|Stai11|Stai3|Stai17|Stai7|Stai18|Stai16
2022-04-12 13:38:17,2022-04-12 13:39:24,0,100,67,1,2022-04-12 13:39:24,R_3egYmYhVMP8Ou2L,anonymous,HOUS,1,1|2,2,2|1,4,1|4,2,2|1,"English ",3,2|1|3|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-12 13:22:21,2022-04-12 13:42:34,0,100,1213,1,2022-04-12 13:42:35,R_31uPyLLsDvoYVkN,anonymous,GOLD,1,1|2,1,2|1,4,4|1,2,1|2,English,3,2|5|3|1,2,2,2,3,4,4,2,5,4,5,3,4,4,2,4,2,4,4,3,2,420.926,912.186,917.664,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,3,1,2,2,1,3,3,1,1,1,3,3,2,1,3,3,7,6,5,20,2,,5|2|3|6|1|4,United Kingdom,United Kingdom,2,1|2,Goldsmiths,,Condition1:Mindfulwalking,,NeuroticismIntro|Ipip20|Ipip9|Ipip8|Ipip6|Ipip15|Ipip19|Ipip16|Ipip13|Ipip18|Ipip2|Ipip10|Ipip3|Ipip1|Ipip7|Ipip11|Ipip4|Ipip14|Ipip12|Ipip5|Ipip17,StressIntro|Stai14|Stai12|Stai3|Stai4|Stai10|Stai18|Stai8|Stai13|Stai16|Stai20|Stai6|Stai17|Stai5|Stai2|Stai15|Stai7|Stai11|Stai19|Stai9|Stai1
2022-04-12 12:40:27,2022-04-12 13:47:14,0,100,4007,1,2022-04-12 13:47:15,R_1rCZgIvIljj7UN0,anonymous,SUNY,1,2|1,1,2|1,4,1|4,2,2|1,"english ",3,3|2|1|5,3,3,3,4,4,2,2,5,4,4,3,3,3,2,3,3,3,2,2,2,,,,,0,0,865.332,0,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,2,3,2,1,3,1,4,2,1,1,1,4,3,2,1,3,4,7,6,8,19,2,,1|3|6|4|5|2,United States,United States,2,2|1,Suny Brockport,,Condition2:Mindfulbreathing,,NeuroticismIntro|Ipip12|Ipip5|Ipip14|Ipip3|Ipip10|Ipip7|Ipip4|Ipip20|Ipip16|Ipip18|Ipip1|Ipip6|Ipip15|Ipip13|Ipip19|Ipip9|Ipip17|Ipip8|Ipip11|Ipip2,StressIntro|Stai1|Stai16|Stai11|Stai18|Stai4|Stai15|Stai8|Stai6|Stai20|Stai9|Stai7|Stai10|Stai14|Stai2|Stai12|Stai17|Stai3|Stai5|Stai13|Stai19
2022-04-12 13:03:15,2022-04-12 13:49:10,0,100,2755,1,2022-04-12 13:49:11,R_1r6X6pAIuaX6ZE9,anonymous,RYER,1,1|2,1,1|2,4,4|1,2,2|1,Italian,2,1|3|5|2,4,4,3,3,3,5,3,4,5,5,4,2,4,2,2,1,2,2,3,4,3.917,834.93,888.761,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,1,3,1,1,2,1,3,2,1,2,2,4,3,1,1,2,3,7,6,8,20,2,,2|3|4|5|6|1,Italy,Canada,2,2|1,"Ryerson University ",,Condition1:Mindfulwalking,,NeuroticismIntro|Ipip17|Ipip13|Ipip9|Ipip7|Ipip18|Ipip16|Ipip2|Ipip15|Ipip12|Ipip8|Ipip20|Ipip11|Ipip14|Ipip19|Ipip4|Ipip1|Ipip3|Ipip6|Ipip10|Ipip5,StressIntro|Stai4|Stai19|Stai6|Stai9|Stai1|Stai17|Stai13|Stai18|Stai2|Stai15|Stai11|Stai8|Stai14|Stai20|Stai7|Stai5|Stai3|Stai10|Stai12|Stai16
2022-04-12 13:37:41,2022-04-12 13:56:45,0,100,1143,1,2022-04-12 13:56:46,R_1Orx0PypyFxg3iW,anonymous,RADB,1,2|1,1,2|1,4,1|4,2,1|2,Dutch,2,3|1|5|2,5,3,3,4,4,5,3,4,5,4,2,4,2,3,2,2,4,2,2,4,,,,,,,,,,,,,,,,,0,0,1.016,0,23.515,895.552,903.231,4,,,,,,,,,2,1,2,1,2,1,2,2,1,3,2,2,1,3,2,2,1,3,2,1,6,4,6,18,2,,5|6|3|2|4|1,Netherlands,Netherlands,2,2|1,Radboud,,Condition5:Bookchapter,Condition5a:Silverview,NeuroticismIntro|Ipip8|Ipip9|Ipip18|Ipip13|Ipip2|Ipip10|Ipip15|Ipip7|Ipip6|Ipip16|Ipip17|Ipip14|Ipip4|Ipip12|Ipip19|Ipip11|Ipip20|Ipip1|Ipip5|Ipip3,StressIntro|Stai3|Stai2|Stai12|Stai8|Stai1|Stai20|Stai6|Stai4|Stai5|Stai17|Stai14|Stai16|Stai9|Stai7|Stai15|Stai13|Stai10|Stai11|Stai18|Stai19
2022-04-12 14:09:13,2022-04-12 14:09:37,0,100,24,1,2022-04-12 14:09:37,R_1lrTHnfQiYaZQly,anonymous,RYER,1,1|2,2,2|1,1,4|1,2,1|2,Bosnian,2,3|1|5|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-12 13:56:35,2022-04-12 14:24:33,0,100,1678,1,2022-04-12 14:24:34,R_2QPULoco6qf03Bq,anonymous,KONS,1,1|2,1,2|1,4,1|4,2,2|1,"German ",2,3|5|1|2,2,2,2,4,4,4,2,4,2,4,4,4,2,3,3,3,4,2,2,2,,,,,,,,,,,,,8.094,20.103,923.029,2,,,,,,,,,,,,,,,,,3,1,1,1,3,1,2,3,2,3,3,2,1,1,3,2,2,1,3,2,6,4,6,21,2,,4|2|3|6|1|5,Germany,"Germany ",2,1|2,"University of konstanz ",,Condition4:BodyScan,,NeuroticismIntro|Ipip3|Ipip12|Ipip17|Ipip8|Ipip2|Ipip15|Ipip9|Ipip13|Ipip7|Ipip6|Ipip16|Ipip20|Ipip4|Ipip11|Ipip1|Ipip10|Ipip19|Ipip14|Ipip18|Ipip5,StressIntro|Stai4|Stai1|Stai14|Stai20|Stai18|Stai10|Stai17|Stai7|Stai6|Stai3|Stai15|Stai9|Stai2|Stai12|Stai11|Stai19|Stai8|Stai5|Stai16|Stai13
2022-04-11 09:04:48,2022-04-12 14:33:36,0,100,106128,1,2022-04-12 14:33:37,R_3DckvbJGugZqzpG,anonymous,WAYN,1,2|1,2,1|2,4,4|1,2,2|1,English,3,5|2|1|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-12 14:07:05,2022-04-12 14:35:26,0,100,1700,1,2022-04-12 14:35:26,R_3NJxz55Z4JVXWil,anonymous,EN,1,1|2,1,1|2,4,4|1,2,2|1,English,3,1|3|5|2,1,1,1,1,1,1,1,1,1,4,5,5,4,5,5,4,5,5,5,5,,,,,,,,,837.696,837.696,897.281,1,,,,,,,,,,,,,,,,,,,,,4,4,1,1,4,1,1,4,1,4,4,1,1,1,4,4,1,1,4,4,9,2,8,31,1,,6|3|2|4|5|1,United States of America,United States of America,2,2|1,University of Utah,,Condition3:Loving-kindness,,NeuroticismIntro|Ipip1|Ipip3|Ipip12|Ipip8|Ipip11|Ipip20|Ipip13|Ipip19|Ipip2|Ipip9|Ipip17|Ipip18|Ipip5|Ipip4|Ipip10|Ipip6|Ipip14|Ipip7|Ipip15|Ipip16,StressIntro|Stai6|Stai4|Stai19|Stai2|Stai10|Stai1|Stai18|Stai9|Stai16|Stai13|Stai17|Stai5|Stai20|Stai8|Stai15|Stai7|Stai14|Stai11|Stai3|Stai12
2022-04-12 14:38:23,2022-04-12 14:39:59,0,100,96,1,2022-04-12 14:40:00,R_21gkVZxEBouje7I,anonymous,RADB,1,2|1,1,2|1,4,1|4,1,1|2,german,2,1|3|5|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-12 14:40:13,2022-04-12 14:41:28,0,100,75,1,2022-04-12 14:41:28,R_1dGJBBo8B0UGGI8,anonymous,RADB,1,1|2,1,1|2,4,1|4,2,2|1,german,5,5|3|2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-12 14:41:19,2022-04-12 14:42:05,0,100,46,1,2022-04-12 14:42:06,R_2D6JxSFonEJ07NB,anonymous,EN,1,1|2,2,2|1,1,1|4,1,2|1,English,3,1|5|2|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-12 14:52:38,2022-04-12 14:53:07,0,100,29,1,2022-04-12 14:53:08,R_6svveNlUa3BkQAF,anonymous,INDI,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-12 14:32:48,2022-04-12 14:54:08,0,100,1280,1,2022-04-12 14:54:09,R_2uCmA0yMTap3yqB,anonymous,EN,1,2|1,1,1|2,4,4|1,2,2|1,"English and german ",3,2|5|3|1,3,1,3,3,4,4,3,4,1,4,3,4,2,2,4,3,2,2,4,4,,,,,0,0,902.55,0,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,3,1,1,3,1,3,3,1,1,1,4,3,1,1,2,3,7,4,7,19,2,,1|5|4|3|2|6,Germany,USA,2,2|1,University of Utah,,Condition2:Mindfulbreathing,,NeuroticismIntro|Ipip6|Ipip19|Ipip18|Ipip17|Ipip14|Ipip15|Ipip13|Ipip4|Ipip5|Ipip7|Ipip20|Ipip11|Ipip3|Ipip10|Ipip12|Ipip8|Ipip16|Ipip2|Ipip9|Ipip1,StressIntro|Stai20|Stai8|Stai4|Stai19|Stai14|Stai6|Stai5|Stai18|Stai12|Stai13|Stai3|Stai16|Stai9|Stai1|Stai17|Stai7|Stai10|Stai11|Stai2|Stai15
2022-04-12 14:53:11,2022-04-12 14:54:43,0,100,91,1,2022-04-12 14:54:43,R_bdYU5nwhXfKiHO9,anonymous,INDI,1,2|1,2,1|2,4,1|4,1,2|1,english,3,2|5|3|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-12 14:23:58,2022-04-12 14:56:33,0,100,1954,1,2022-04-12 14:56:33,R_3fjcGRnv3oEcNXf,anonymous,UTAH,1,2|1,1,1|2,4,4|1,2,2|1,English,3,2|3|1|5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,0,0,1.107,0,,,,,0,0,1832.921,0,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,87,1,,6|5|2|4|3|1,us,ys,2,2|1,University of Utah,,Condition5:Bookchapter,Condition5b:TheOldMan,NeuroticismIntro|Ipip15|Ipip1|Ipip17|Ipip9|Ipip10|Ipip12|Ipip11|Ipip3|Ipip8|Ipip19|Ipip7|Ipip6|Ipip20|Ipip4|Ipip13|Ipip16|Ipip5|Ipip18|Ipip14|Ipip2,StressIntro|Stai10|Stai12|Stai20|Stai16|Stai15|Stai13|Stai1|Stai18|Stai6|Stai19|Stai4|Stai14|Stai17|Stai3|Stai5|Stai9|Stai11|Stai7|Stai2|Stai8
2022-04-11 12:40:59,2022-04-12 14:57:16,0,100,94576,1,2022-04-12 14:57:16,R_1E67SCWt22ZQldZ,anonymous,EN,1,1|2,2,2|1,4,4|1,2,1|2,English,3,3|5|2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-12 14:57:20,2022-04-12 14:59:18,0,100,117,1,2022-04-12 14:59:18,R_24eg1U6dbPeWbfi,anonymous,EN,1,1|2,2,2|1,4,4|1,2,2|1,English,3,1|2|3|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-12 14:42:37,2022-04-12 15:06:40,0,100,1442,1,2022-04-12 15:06:40,R_ulSDWSAYmAxbZsd,anonymous,SUNY,1,1|2,1,2|1,4,1|4,2,1|2,english,3,2|5|3|1,1,1,2,1,1,2,1,2,1,3,5,5,3,3,4,4,4,4,4,4,,,,,,,,,0,0,845.413,0,,,,,,,,,,,,,,,,,,,,,4,3,1,1,4,1,1,3,1,4,4,1,2,2,3,4,1,1,3,4,9,2,8,"19 years old ",2,,6|5|1|3|2|4,"America ","America ",2,1|2,SUNY Brockport,,Condition3:Loving-kindness,,NeuroticismIntro|Ipip16|Ipip8|Ipip6|Ipip5|Ipip1|Ipip19|Ipip10|Ipip20|Ipip2|Ipip12|Ipip11|Ipip15|Ipip7|Ipip14|Ipip13|Ipip3|Ipip18|Ipip4|Ipip9|Ipip17,StressIntro|Stai16|Stai3|Stai2|Stai15|Stai6|Stai10|Stai8|Stai1|Stai13|Stai4|Stai9|Stai11|Stai18|Stai20|Stai12|Stai14|Stai17|Stai7|Stai5|Stai19
2022-04-12 14:41:31,2022-04-12 15:06:59,0,100,1527,1,2022-04-12 15:06:59,R_1oirry7o9eNox4F,anonymous,RADB,1,1|2,1,2|1,4,4|1,2,2|1,german,2,2|5|1|3,3,1,2,4,1,3,2,1,1,4,4,5,3,3,5,5,1,3,5,2,,,,,1.057,948.318,949.246,4,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,1,4,1,1,3,1,1,2,1,1,1,4,3,1,1,4,3,9,3,9,19,2,,3|1|4|2|6|5,germany,netherlands,2,2|1,Radboud,,Condition2:Mindfulbreathing,,NeuroticismIntro|Ipip7|Ipip20|Ipip10|Ipip13|Ipip18|Ipip3|Ipip1|Ipip14|Ipip17|Ipip15|Ipip8|Ipip12|Ipip2|Ipip11|Ipip4|Ipip5|Ipip9|Ipip6|Ipip19|Ipip16,StressIntro|Stai3|Stai18|Stai17|Stai7|Stai10|Stai19|Stai1|Stai8|Stai20|Stai12|Stai6|Stai11|Stai13|Stai16|Stai4|Stai14|Stai2|Stai15|Stai5|Stai9
2022-04-12 15:07:02,2022-04-12 15:10:58,0,100,235,1,2022-04-12 15:10:59,R_25XHjld2XtN8OO4,anonymous,EN,1,1|2,2,2|1,4,4|1,1,2|1,Spanish,3,1|5|2|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
